Sentence,Verb_index,Verb,Verb_lemma,Prefix,Stem,Subject,Preposition,Object,Object_case,Object_lemma,Unified_preposition,Motion_type,
"Це незнання хіба що опосередковано може вплинути на політику, тому неіснування України в американській свідомості дещо впливає на дискурс, на поп-культуру, на представленість України та українців у цій же поп-культурі.",16,впливає,впливати,в,пла́вати,неіснування,на,дискурс,Acc,дискурс,На,metaphorical,another meaning
Несвоєчасна терапія трипера може привести до плачевних наслідків у вигляді серйозних ускладнень.,4,привести,привести,при,вести́,,до,наслідків,Gen,наслідок,До,metaphorical,
Після нанесення складу небажано виходити на вулицю.,4,виходити,виходити,ви,ходи́ти,,на,вулицю,Acc,вулиця,На,literal,
"Громадянська мережа ОПОРА поцікавилась, чим саме зараз займається цей відділ, як впливає на скорочення енергоресурсів та до чого прагне у майбутньому.",11,впливає,впливати,в,пла́вати,,на,скорочення,Acc,скорочення,На,metaphorical,another meaning
"Але поїхав його послушник у Ленінград вчитися і закохався там у дівчину, що із цікавості прийшла недільного дня з бабусею в Нікольський собор на службу Божу.",15,прийшла,прийти,при,іти́/йти́,,на,службу,Acc,служба,На,literal,
"Сполучене Королівство Великої Британії, а також Північної Ірландії не входить в бажану багатьом Шенгенську зону.",9,входить,входити,в,ходи́ти,Королівство,в,зону,Acc,зона,В,metaphorical,
"Українська держава закрила останній полігон, куди ми могли вивозити сміття зі Львова.	8	вивозити	вивозити	ви	вози́ти	None	зі	Львова	Gen	Львів
Українська держава йде шляхом демократичного розвитку.	2	йде	йти	None	None	держава	шляхом	розвитку	Gen	розвиток
Українська діаспора в Росії вболіває за Майдан серцем: виходити на пікети - небезпечно Уся українська діаспора з хвилюванням спостерігає за Майданом.	8	виходити	виходити	ви	ходи́ти	None	на	пікети	Acc	пікет
Українська жіноча байдарка в останні роки стабільно приносить медалі на змаганнях міжнародного рівня.	7	приносить	приносити	при	носи́ти	байдарка	на	змаганнях	Loc	змагання
Українська збірна увійшла до трійки найсильніших за загальною кількістю нагород і за кількістю золотих медалей.	2	увійшла	увійти	в	іти́/йти́	збірна	до	трійки	Gen	трійка
Українська земля щедро полита кров`ю українців, які боролися за свою свободу та кровю інших народів, що прийшли на нашу землю в інтересах своїх імперій.	16	прийшли	прийти	при	іти́/йти́	None	в	інтересах	Loc	інтерес
Українська кліматична мережа, до якої входить Екодія, оприлюднила заяву від імені 30 екологічних ініціатив з вимогою до Уряду про перегляд національних цілей кліматичної політики та зобов’язань України, щоб достойно представити позицію України на COP24.	5	входить	входити	в	ходи́ти	Екодія	до	якої	Gen	який
Українська літератураВи не пройшли ідентифікацію (	3	пройшли	пройти	None	None	літератураВи	None	None	None	None
Українська модель Ганна Костенко, яка перемогла в конкурсі “Міс Євразія-2019” пообіцяла вийти заміж за того, хто поверне їй корону.	11	вийти	вийти	ви	іти́/йти́	None	за	того	Acc	той
Українська народна традиція донесла крізь століття численні види рукоділля, займатися якими можуть тільки посидючі, працьовиті та талановиті люди.	3	донесла	донести	до	нести́	традиція	крізь	століття	Acc	століття
Українська наука має не лише славне минуле, але й велике майбутнєПід час свого професійного свята іменинники одержували привітання і нагороди, фестивалили, конкурували і виходили на «медичні пікніки»…	23	виходили	виходити	ви	ходи́ти	None	на	пікніки	Acc	пікніка
Українська не входила до цього переліку.	2	входила	входити	в	ходи́ти	Українська	до	переліку	Gen	перелік
Українська правда"" пояснює, навіщо Росія затримує судна, чи має вона на це право, і як блокування Азовського моря впливає на Україну.",18,впливає,впливати,в,пла́вати,блокування,на,Україну,Acc,україна,На,metaphorical,another meaning
"До списку увійшли відомі підприємства, а керівники та власники багатьох з них є знаними людьми.",2,увійшли,увійти,в,іти́/йти́,підприємства,до,списку,Gen,список,До,metaphorical,
"Якщо зайти в це приміщення, яке часто виручає закоханих, — ліворуч буде кавова точка, але йдіть прямо, чемно вітайтеся і промовляйте: «Я хочу назвати вам пароль від «Цікавої газети на вихідні».",1,зайти,зайти,за,іти́/йти́,,в,приміщення,Acc,приміщення,В,literal,
"Нагадуємо, щоб проголосувати за проекти потрібно зайти на сайт https://gb.",6,зайти,зайти,за,іти́/йти́,,на,сайт,Acc,сайт,На,metaphorical,
"Футбольній асоціації студентів міста Києва хотілося б побажати росту - виходити на нові рівні розвитку, щоб дійсно студентський футбол став основоположною ланкою у формуванні здоров'я молоді та щаблем до команди майстрів.",10,виходити,виходити,ви,ходи́ти,,на,рівні,Acc,рівень,На,metaphorical,
"До пріоритетів реформи правосуддя входять якісне оновлення суддівського корпусу та забезпечення його незалежності, залучення громадян до судочинства, а також забезпечення належної якості кадрів у системі слідства, прокуратури, адвокатури і суду.",4,входять,входити,в,ходи́ти,оновлення,до,пріоритетів,Gen,пріоритет,До,metaphorical,
"Підрісши, Сергій вступив до гімназії у місті Златополі (нині входить до складу міста Новомиргорода Кіровоградської області), з якою пов’язані роки навчання чи викладацька праця В. Винниченка, М. Зерова, Б. Лятошинського, П.Филиповича та інших.",9,входить,входити,в,ходи́ти,,до,складу,Gen,склад,До,metaphorical,
"Гальмуючи дію одних ферментів, підсилюючи у малих концентраціях дію інших, фтор може впливати на швидкість і напрямок біохімічних процесів.",12,впливати,впливати,в,пла́вати,,на,швидкість,Acc,швидкість,На,metaphorical,another meaning
"Проте винятки з принципів визнання чи оцінки стосовно певних статей, розглянутих у параграфах 22 - 31, також можуть привести до визнання прибутку (або зміни в сумі визнаного прибутку) від вигідної покупки.",18,привести,привести,при,вести́,,до,визнання,Gen,визнання,До,metaphorical,
Часті зміни у законодавстві України також впливають на стан управління капіталом підприємств.,6,впливають,впливати,в,пла́вати,зміни,на,стан,Acc,стан,На,metaphorical,another meaning
Через деякий час на подвір’я зайшов старий і стомлений чоловік.,5,зайшов,зайти,за,іти́/йти́,чоловік,на,подвір’я,Acc,подвір’я,На,literal,
"Параметри називаються внутрішніми, якщо вони визначаються сукупним рухом і розподілом в просторі тіл і частинок, що входять в систему.",16,входять,входити,в,ходи́ти,,в,систему,Acc,система,В,metaphorical,
"Підліток не завжди уміє виділити, узагальнити особисті якості, ввести їх у коло тих чи інших понять, зробити правильний висновок про те, чи є вони випадковими чи, дійсно, відносяться до характеристики особистості.",8,ввести,ввести,в,вести́,,у,коло,Acc,коло,В,metaphorical,
"Він влетів у той ряд, де вони сиділи, ошелешений, проте неушкоджений.",1,влетів,влетіти,в,летíти,Він,у,ряд,Acc,ряд,В,literal,
"Однак наявність лише внутрішньої волі для здійснення операції недостатньо, необхідно її довести до відома інших осіб. Способи, якими внутрішня воля виражається зовні, називаються волевиявленням.",11,довести,довести,до,вести́,,до,відома,Gen,відомий,До,metaphorical,
"Таким чином виявляються характеристики, що ведуть до вищої якості роботи та визнання, у тому числі до позитивних оцінок, які впливають на рішення про підвищення за наявності вакансій.",19,впливають,впливати,в,пла́вати,які,на,рішення,Acc,рішення,На,metaphorical,another meaning
Дрібниця може ощасливити таких хворих або довести до відчаю.,6,довести,довести,до,вести́,,до,відчаю,Gen,відчай,До,metaphorical,
Андрій заходить до будинку.,1,заходить,заходити,за,ходи́ти,Андрій,до,будинку,Gen,будинок,До,literal,
Студенти різних курсів коледжу входять до цього творчого колективу.,4,входять,входити,в,ходи́ти,Студенти,до,колективу,Gen,колектив,До,metaphorical,
"Звичайно ж, якщо ці знання є) До такого висновку прийшли і навіть довели за допомогою результатів фМРТ в Чиказькому університеті, - передає Medical Xpress.",9,прийшли,прийти,при,іти́/йти́,,до,висновку,Gen,висновок,До,metaphorical,
"Аналіз зазначених порушень показує, що уникнення застосування визначених законом процедур закупівель приводить до непрозорого та нераціонального використання бюджетних кошків.",11,приводить,приводити,при,води́ти,уникнення,до,використання,Gen,використання,До,metaphorical,
На самостійну роботу студентів відведено 63 години.,4,відведено,відвести,від,вести́,,на,роботу,Acc,робота,На,metaphorical,
"УЄФА займається організацією європейських змагань клубів і збірних, розподіляє прибутки від реклами й трансляції турнірів, що проходять під її егідою, між клубами й національними асоціаціями, що входять до її складу.",26,входять,входити,в,ходи́ти,,до,складу,Gen,склад,До,metaphorical,
"Є, каже, в мене один товариш у Німеччині, який приїздить раз на рік до мене … за грибами.",9,приїздить,приїздити,при,ї́здити,який,до,мене,Gen,я,До,literal,
"І хоч супроводження вечірок не входить в цільові задачі пристрою, проте організувати домашню вечірку однозначно вийде, так як потужності акустичної системи значно більше ніж навіть для цього потрібно.",5,входить,входити,в,ходи́ти,супроводження,в,задачі,Acc,задача,В,metaphorical,
"Проводиться лікування захворювань, які привели до втрати рідини, а також проводиться корекція електролітів крові.",4,привели,привести,при,вести́,які,до,втрати,Gen,втрата,До,metaphorical,
"Гоголь не лише підписав Слободищенський трактат з Річчю Посполитою, але й входив до складу козацької делегації, що проводила переговори з представниками польського короля.",11,входив,входити,в,ходи́ти,,до,складу,Gen,склад,До,metaphorical,
"Р. Якобсон в статті «Граматичний паралелізм і його російські аспекти», посилаючись на Д. Хопкінса, прийшов до висновку: вся технічна сторона поезії зводиться до принципу паралелізму.",14,прийшов,прийти,при,іти́/йти́,Р,до,висновку,Gen,висновок,До,metaphorical,
Винести на розгляд міської ради проект рішення міської ради «Про виконання рішення міської ради від 23.12.2016 № 7/11-47 «Про затвердження міської цільової програми «Розвитку краєзнавства в місті Вугледарі на 2017-2018 роки» (додається).,0,Винести,винести,ви,нести́,,на,розгляд,Acc,розгляд,На,metaphorical,
"Організатор заходу Леонід Кудашкин зазначив, що на виставці нарівні зі знайомими всім породами представлені рідкісні дрібні породи, тибетські мастифи та ін.Учасниця Наталія вперше прийшла зі своїм улюбленцем на показові виступи міжнародного рівня.",23,прийшла,прийти,при,іти́/йти́,,на,виступи,Acc,виступ,На,literal,
"Зачиняючи дверцята, він спитав Тарру, чи не хоче той зайти до хворого, і Тарру згодився.",9,зайти,зайти,за,іти́/йти́,,до,хворого,Gen,хвірий,До,literal,
Навпаки – завдяки впливу ультразвукової хвилі вони підтягуються і приходять у тонус.,9,приходять,приходити,при,ходи́ти,,у,тонус,Acc,тонус,В,metaphorical,
Внеси свої дані до Реєстру громади та розкажи про це іншим!,0,Внеси,внести,в,нести́,,до,Реєстру,Gen,реєстр,До,metaphorical,
Я вперше увійшов до його кімнати.,2,увійшов,увійти,в,іти́/йти́,Я,до,кімнати,Gen,кімната,До,literal,
Для цього азіатського смаку потрібно сходити на ринок і купити хороших продуктів і спецій.,5,сходити,сходити,з,ходи́ти,,на,ринок,Acc,ринок,На,literal,
"Теплохід ""Закарпатье"" Азовського морського пароплавства першим увійшов у Дніпро-Бузький порт в день його відкриття.",6,увійшов,увійти,в,іти́/йти́,Теплохід,в,день,Acc,день,В,literal,
"Серед вибулих з області 54,1% мігрантів виїхали до країн СНД і 45,9% – до інших країн.",6,виїхали,виїхати,ви,ї́хати,%,до,країн,Gen,країна,До,literal,
"Ви відносите себе до практичних і постійно поспішаючих людей, для яких водні процедури — це лише гігієнічна норма?",1,відносите,відносити,від,носи́ти,Ви,до,людей,Gen,людина,До,metaphorical,
"Три дні змагань в місті карнавалів принесли до скарбниці української команди 8 медалей, з них - 2 золотих, 3 срібних і 3 бронзових.",6,принесли,принести,при,нести́,,до,скарбниці,Gen,скарбниця,До,metaphorical,
Як довести спробу до кінця?,1,довести,довести,до,вести́,,до,кінця,Gen,кінець,До,metaphorical,
"Знижка також не врахована, якщо Ви не введете в замовлення промо-код або надішлете замовлення після 24 квітня.",7,введете,ввести,в,вести́,Ви,в,замовлення,Acc,замовлення,В,metaphorical,
"Якось на оглядини до них приходить нетиповий кандидат на ім’я Г’юґо – чоловік середніх років, за його словами, мандрівник та майбутній письменник, що не має фінансових проблем і якому терміново потрібне житло.",5,приходить,приходити,при,ходи́ти,кандидат,до,них,Gen,вони,До,literal,
"Колишні учні з любов'ю і непідкупною радістю згадують Лідію Ісаківну, її вміння донести милозвучність і красу рідної мови до кожного.",12,донести,донести,до,нести́,,до,кожного,Gen,кожний,До,metaphorical,
"Ми вже говорили про пивних дріжджів, з'ясувалося, що вони позитивно впливають на здоров'я шкіри.",10,впливають,впливати,в,пла́вати,вони,на,здоров'я,Acc,здоров’я,На,metaphorical,another meaning
"Як правило, після налагодження харчування все приходить в норму і починається ріст нового волосся.",6,приходить,приходити,при,ходи́ти,все,в,норму,Acc,норма,В,metaphorical,
"Чудова оборонна споруда, яка доносить до нас дух старих часів.",4,доносить,доносити,до,носи́ти,яка,до,нас,Gen,ми,До,metaphorical,
На осінь батька знову відвозили у Полтаву.,4,відвозили,відвозити,від,вози́ти,,у,Полтаву,Acc,полтава,В,literal,
"Під непереборною силою, впливати на джерело підвищеної небезпеки, розуміються надзвичайні й невідворотні за даних умов обставини (ст. 202 ЦК РФ).",3,впливати,впливати,в,пла́вати,,на,джерело,Acc,джерело,На,metaphorical,another meaning
Між тим з місцевих обивателів справно стягали всі належні платежі до міської каси.,6,стягали,стягати,з,тяга́ти,,до,каси,Gen,каса,До,metaphorical,
"До складу журі входять видатні діячі мистецтв, музиканти, диригенти, професори музичних вишів.",3,входять,входити,в,ходи́ти,діячі,до,складу,Gen,склад,До,metaphorical,
"Адже неможливо інших привести до Того, Кого сам не знаєш.",3,привести,привести,при,вести́,,до,Того,Gen,той,До,literal,
До системи ввійшли 30 бібліотек–філій.,2,ввійшли,ввійти,в,іти́/йти́,бібліотек,до,системи,Gen,система,До,metaphorical,
"Вище були перераховані три фактори, завдяки яким досягається високий рівень теплоізоляційних властивостей, але ці фактори так само впливають і на рівень шумів, які пропускають через себе пластикові вікна.",17,впливають,впливати,в,пла́вати,фактори,на,рівень,Acc,рівень,На,metaphorical,another meaning
"Всі хто приїхав в суд підтримати мене брали відпустку на 1 день… а він і ніби на роботі, і зарплату отримає,.",2,приїхав,приїхати,при,ї́хати,хто,в,суд,Acc,суд,В,literal,
А це негативно впливає на нервову систему.,3,впливає,впливати,в,пла́вати,це,на,систему,Acc,система,На,metaphorical,another meaning
"Отже, за характером конституційної регламентації цю групу парламентів можна віднести до парламентів з абсолютно необмеженою законодавчою компетенцією.",9,віднести,віднести,від,нести́,,до,парламентів,Gen,парламент,До,metaphorical,
"Художник, дві картини якого входять в список найдорожчих, прожив всього 35 років і помер у злиднях.",4,входять,входити,в,ходи́ти,картини,в,список,Acc,список,В,metaphorical,
"Актриса говорить, що материнство ніколи не входило до списку її мрій.",6,входило,входити,в,ходи́ти,материнство,до,списку,Gen,список,До,metaphorical,
"На його думку, без цієї та інших книг Романа Коваля “годі собі уявити той період нашого буття, який і досі впливає на перебіг нашої долі”.",20,впливає,впливати,в,пла́вати,який,на,перебіг,Acc,перебіг,На,metaphorical,another meaning
"Для початку потрібно ввести на рахунок Кріптонатора суму, яку хочемо обміняти.",3,ввести,ввести,в,вести́,,на,рахунок,Acc,рахунок,На,metaphorical,
"Вона подає приклад їхнього життя вірним для наслідування, щоб привести всіх у Святому Дусі через Христа до Отця.",9,привести,привести,при,вести́,,до,Отця,Gen,отця,До,metaphorical,
"Ми зустрілися в аеропорту Бориспіль, щоб відлетіти до міста Батумі.",6,відлетіти,відлетіти,від,летíти,,до,міста,Gen,місто,До,literal,
"В результаті було приведено до належного стану водонапірну башту та свердловини, а також прокладено 4,7 км центрального водогону.",3,приведено,привести,при,вести́,,до,стану,Gen,стан,До,metaphorical,
"СЛУХАЛИ: Білецького П.П., який виніс на обговорення пропозиції до законопроекту «Щодо тимчасового ввезення транспортних засобів індивідуального користування фізичними особоми-резидентами, що проживають у прикордонних областях з державами ЄС».",4,виніс,винести,ви,нести́,який,на,обговорення,Acc,обговорення,На,metaphorical,
"Претензії суто процесуальні, бо їхні дії явно порушують чинне законодавство: починаючи з того, що вони били людей і обшукували їх незаконно; закінчуючи тим, що їх взагалі відвезли у військкомат.",26,відвезли,відвезти,від,везти́,,у,військкомат,Acc,військкомат,В,literal,
"Onur розраховує протягом семи років привести ряд автодоріг регіону (Львів-Самбір-Турка до Ужоцкому перевалу, Самбір-Дрогобич) до європейських стандартів.",5,привести,привести,при,вести́,,до,стандартів,Gen,стандарт,До,metaphorical,
"Гоголь приходить до висновку, що розірваність естетичного та етичного начала в душі людини може об’єднати щось більш глибше, і цим глибоким може бути тільки релігія.",1,приходить,приходити,при,ходи́ти,Гоголь,до,висновку,Gen,висновок,До,metaphorical,
"І лише, коли дочка у березні прийшла в сільську раду, щоб оформити довіреність на отримання пенсії, це викликало підозру у працівників сільради, і вони почали з’ясовувати обставини.",6,прийшла,прийти,при,іти́/йти́,дочка,в,раду,Acc,рада,В,literal,
До універсальної програмної послуги мають входити суспільно важливі.,5,входити,входити,в,ходи́ти,,до,послуги,Gen,послуга,До,metaphorical,
До списку заборон входять всі інфекційні захворювання.,3,входять,входити,в,ходи́ти,захворювання,до,списку,Gen,список,До,metaphorical,
"Проте втримати незалежність та єдність України за того періоду не судилося: тяжке економічне та воєнне положення, взаємна недовіра політиків привела до катастрофи.",19,привела,привести,при,вести́,недовіра,до,катастрофи,Gen,катастрофа,До,metaphorical,
"Дисгармонія приводить до трагедії, приводить рід людський на «плаху»!",1,приводить,приводити,при,води́ти,Дисгармонія,до,трагедії,Gen,трагедія,До,metaphorical,
"Діти відразу зізналися, що у гості прийшли не вперше, але із задоволенням.",6,прийшли,прийти,при,іти́/йти́,,у,гості,Acc,гість,В,literal,
"Економічний стимул — економічні важелі, за допомогою яких вдається впливати на матеріальні інтереси суб’єктів господарювання.",9,впливати,впливати,в,пла́вати,,на,інтереси,Acc,інтерес,На,metaphorical,another meaning
"Клієнти, які висловлюють свої скарги, дарують нам шанс задовольнити їх претензії, і тоді у них може з'явитися бажання прийти до нас знову.",18,прийти,прийти,при,іти́/йти́,,до,нас,Gen,ми,До,literal,
"Препарат не є цитостатиком, не впливає на синтез ДНК і на інші ланки кровотворення.",5,впливає,впливати,в,пла́вати,,на,синтез,Acc,синтез,На,metaphorical,another meaning
"“Я визнаю свою провину, але не можу усвідомити її глибини поки не дізнаюсь усі подробиці слідства, адже не все пам’ятаю, — розповідає Роман Миколаїв. — Наталія попросила заїхати на святкування дня народження доньки й привітати її.",27,заїхати,заїхати,за,ї́хати,,на,святкування,Acc,святкування,На,literal,
Протиградова гармата все таки впливає на кількість опадів.,4,впливає,впливати,в,пла́вати,гармата,на,кількість,Acc,кількість,На,metaphorical,another meaning
"Зокрема, за рахунок коштів з місцевого бюджету та спонсорської допомоги заасфальтовано 1870 м доріг с.Гущинці та с.Слобідка, які входять до об’єднаної громади, зальною вартістю 3,7 млн. грн.",18,входять,входити,в,ходи́ти,які,до,громади,Gen,громада,До,metaphorical,
"До спеціальних стратегій можна віднести, наприклад, експортно - імпортні операції, які в значній мірі впливають на ринок цінних паперів.",14,впливають,впливати,в,пла́вати,які,на,ринок,Acc,ринок,На,metaphorical,another meaning
"Всі ці компоненти, що входять до складу засобів для губ, відмінно зволожують шкіру губ. Живильні компоненти добре вбираються, пом'якшують і вирівнюють, роблячи губи гладенькими.",4,входять,входити,в,ходи́ти,,до,складу,Gen,склад,До,metaphorical,
"У 1917 році Дмитро Бандрівський закінчив гімназію в місті Самборі, який на той час входив до складу Польщі.",14,входив,входити,в,ходи́ти,який,до,складу,Gen,склад,До,metaphorical,
"Ця заміна викликана тим, що в наш динамічний час Світлана Мацкевічус перестала встигати за змінами нормативів і законодавства, що вносило нервозність в роботу усієї адміністрації університету — тож її було переведено на більш спокійну посаду.",19,вносило,вносити,в,носи́ти,,в,роботу,Acc,робота,В,metaphorical,
Районні організації Партії входять до складу відповідної регіональної організації Партії.,3,входять,входити,в,ходи́ти,організації,до,складу,Gen,склад,До,metaphorical,
"Не озираючись, ми добігаємо до машини, і лише там заспокоюємось.",3,добігаємо,добігати,до,бíгати,ми,до,машини,Gen,машина,До,literal,
Музика виносить її на вулицю.,1,виносить,виносити,ви,носи́ти,Музика,на,вулицю,Acc,вулиця,На,metaphorical,
"В 1949 р. астрономи прийшли до висновку, що в міжзоряному просторі існують магнітні поля.",4,прийшли,прийти,при,іти́/йти́,астрономи,до,висновку,Gen,висновок,До,metaphorical,
"Рубіжанський трубний завод, що входить до Групи Поліпластик отримав звання «Сумл.",4,входить,входити,в,ходи́ти,,до,Групи,Gen,група,До,metaphorical,
"До основного штату входять вісім професійних акторів, що працюють за повною зайнятістю, дев’ять студентів, а також більше десяти постійних співробітників.",3,входять,входити,в,ходи́ти,акторів,до,штату,Gen,штат,До,metaphorical,
"З цією метою слід катетерізіровать периферичну або центральну вену, щоб до початку регіонарної блокади ввести 500-1000 мл кристалоїдних розчинів.",14,ввести,ввести,в,вести́,,до,початку,Gen,початок,До,metaphorical,
"Але це має бути художня розсип, що є частиною однієї композиції, в яку входить і ялинка.",13,входить,входити,в,ходи́ти,ялинка,в,яку,Acc,який,В,metaphorical,
"На додаток до хижого парникового кліща на плантацію малини в тунелях, також можна ввести (Neoseiulus californicus).",13,ввести,ввести,в,вести́,,на,додаток,Acc,додаток,На,literal,
"Слід мати на увазі, що вірно вибрана позиція учасників приватизації має дуже важливе значення і може справити суттєвий вплив на результат, до якого приведе її здійснення.",23,приведе,привести,при,вести́,,до,якого,Gen,який,До,metaphorical,
Через деякий час Естер прийшла в театр і попросилася в актриси.,4,прийшла,прийти,при,іти́/йти́,Естер,в,театр,Acc,театр,В,literal,
"У цьому творі письменник дає можливість читачеві торкнутися найпотаємніших глибин душі мистця, широко розкриває природу людського таланту, доносить до нашого розуму і серця невимовний біль і страждання людини, в яку Господь вдихнув «творче начало».",17,доносить,доносити,до,носи́ти,,до,розуму,Gen,розум,До,metaphorical,
Компанія насправді вийшла на світові позиції.,2,вийшла,вийти,ви,іти́/йти́,Компанія,на,позиції,Acc,позиція,На,metaphorical,
"Прошу вивести на екран результати голосування: 6 – ""за"".",1,вивести,вивести,ви,вести́,,на,екран,Acc,екран,На,metaphorical,
"У список провокуючих цистит продуктів також входять чай, кава та інші кофеїномістячі напої, кислі фрукти і соки, алкоголь, гострі, солоні, пряні і смажені блюда - всі вони подразнюють стінки сечового міхура.",6,входять,входити,в,ходи́ти,чай,у,список,Acc,список,В,metaphorical,
Френтцен же ж виходив на стартову решітку з 1994 до 2003 року.,3,виходив,виходити,ви,ходи́ти,Френтцен,до,року,Gen,рік,До,literal,
"Матеріали, що використовуються для їх виробництва, абсолютно нешкідливі, так як вони не впливають на хімічний склад води.",12,впливають,впливати,в,пла́вати,вони,на,склад,Acc,склад,На,metaphorical,another meaning
"Для полів, у які в даний час вводять дані ми змінимо властивість padding.",7,вводять,вводити,в,води́ти,,в,час,Acc,час,В,metaphorical,
"До речі, всю невеличку партію тих фар, яку завезли до Львова, розкупили миттєво.",8,завезли,завезти,за,везти́,,до,Львова,Gen,львів,До,literal,
"Узагальнені потреби виносять на розгляд керівнику державної служби, який, у свою чергу, може (проте не повинен) їх врахувати при направленні працівників на професійне навчання.",2,виносять,виносити,ви,носи́ти,потреби,на,розгляд,Acc,розгляд,На,metaphorical,
У підлітковому віці приїхав до Одеси і вступив в артилерійське училище.,3,приїхав,приїхати,при,ї́хати,,до,Одеси,Gen,одеса,До,literal,
На порядок денний винесено питаня проведення осіннього призову громадян на строкову військову службу на території району.,3,винесено,винести,ви,нести́,,на,порядок,Acc,порядок,На,metaphorical,
"Спочатку порошок треба довести до кипіння, остудити, потім додати фарбу.",3,довести,довести,до,вести́,,до,кипіння,Gen,кипіння,До,metaphorical,
"До збірки вибраних творів французького поета увійшли найбільш знакові поезії останніх років, у яких із тонким ліризмом стверджується приналежність людського “я” до божественної духовної сутності.",6,увійшли,увійти,в,іти́/йти́,поезії,до,збірки,Gen,збірка,До,metaphorical,
"Актуальною проблемою в наш час є дефіцит спілкування, що негативно впливає на духовний світ людини, обмежує її радості, занижує самооцінку, породжує комплекси.",10,впливає,впливати,в,пла́вати,,на,світ,Acc,світ,На,metaphorical,another meaning
"Кожен вид підприємницької діяльності має свою специфіку та залежить від певних них факторів, які в майбутньому впливають на його економічну ефективність.",16,впливають,впливати,в,пла́вати,які,на,ефективність,Acc,ефективність,На,metaphorical,another meaning
Якби на канал не зайшов Порошенко.,4,зайшов,зайти,за,іти́/йти́,Порошенко,на,канал,Acc,канал,На,metaphorical,
"Жінки, ви пропускаєте чужий біль через себе, і завжди готові прийти на допомогу і захистити цілий світ.",10,прийти,прийти,при,іти́/йти́,,на,допомогу,Acc,допомога,На,metaphorical,
Прийди 15 березня 2016 року до Верховної Ради України.Захисти себе та своє майбутнє!,0,Прийди,прийти,при,іти́/йти́,,до,Ради,Gen,рада,До,literal,
Яким має бути національний парк в Татрах і як маємо підійти до питання його створення?,10,підійти,підійти,під,іти́/йти́,,до,питання,Gen,питання,До,metaphorical,
В цей час підійшов візир і теж почав прислухатися до пісні дівчини.,3,підійшов,підійти,під,іти́/йти́,візир,в,час,Acc,час,В,literal,
"Адже в залі українців було декілька і здається, що всі прийшли власне на українську групу.",10,прийшли,прийти,при,іти́/йти́,всі,на,групу,Acc,група,На,literal,
