,Sentence,Verb_index,Verb,Verb_lemma,Prefix,Stem,Subject,Preposition,Object,Object_case,Object_lemma,Unified_preposition,Motion_type,Unnamed: 13,Gold_standard,Unnamed: 0,Wrapped
12729,"Щоб сходити в гості до сусіда, доводиться мало не тунель прокопувати.",1,сходити,сходити,з,ходи́ти,,до,сусіда,Gen,сусід,До,literal,,model,39818.0,"Щоб [TARGET] сходити [/TARGET] в гості до сусіда, доводиться мало не тунель прокопувати."
12730,"Щоб трохи розвіятись, я почав заходити до різних розважальних місць.",5,заходити,заходити,за,ходи́ти,,до,місць,Gen,місце,До,literal,,model,39820.0,"Щоб трохи розвіятись, я почав [TARGET] заходити [/TARGET] до різних розважальних місць."
12731,"Щоб увійти до клубу, ти маєш показати, що вже «під чимось», але ще адекват.",1,увійти,увійти,в,іти́/йти́,,до,клубу,Gen,клуб,До,literal,,model,39822.0,"Щоб [TARGET] увійти [/TARGET] до клубу, ти маєш показати, що вже «під чимось», але ще адекват."
12732,"Щоб увійти до храму, члени Церкви мають дотримуватися основних принципів своєї віри й підтверджувати це своєму місцевому провіднику кожні два роки.",1,увійти,увійти,в,іти́/йти́,,до,храму,Gen,храм,До,literal,,model,39823.0,"Щоб [TARGET] увійти [/TARGET] до храму, члени Церкви мають дотримуватися основних принципів своєї віри й підтверджувати це своєму місцевому провіднику кожні два роки."
12734,Щовечора після смачної і розмаїтої вечері у готелі ми виходили на пішохідну прогулянку містом.,9,виходили,виходити,ви,ходи́ти,ми,на,прогулянку,Acc,прогулянка,На,literal,,model,39850.0,Щовечора після смачної і розмаїтої вечері у готелі ми [TARGET] виходили [/TARGET] на пішохідну прогулянку містом.
12749,Щогодини за викликом на номер «103» готові виїхати до хворого професійні бригади екстреної допомоги на сучасних автомобілях.,7,виїхати,виїхати,ви,ї́хати,,до,хворого,Gen,хвірий,До,literal,,model,39873.0,Щогодини за викликом на номер «103» готові [TARGET] виїхати [/TARGET] до хворого професійні бригади екстреної допомоги на сучасних автомобілях.
12750,"Щодня приходив у гараж, як на роботу, і займався будівництвом та внутрішнім обладнанням.",1,приходив,приходити,при,ходи́ти,,у,гараж,Acc,гараж,В,literal,,model,39883.0,"Щодня [TARGET] приходив [/TARGET] у гараж, як на роботу, і займався будівництвом та внутрішнім обладнанням."
12752,"Щодо віку, то для малюків до року більше підійде дитячий комбінезон, а для діток, які починають ходити і старше, потрібен вже роздільний комплект: курточка і теплі високі штани на лямках.",8,підійде,підійти,під,іти́/йти́,комбінезон,до,року,Gen,рік,До,literal,,model,39892.0,"Щодо віку, то для малюків до року більше [TARGET] підійде [/TARGET] дитячий комбінезон, а для діток, які починають ходити і старше, потрібен вже роздільний комплект: курточка і теплі високі штани на лямках."
12758,"Щодо товариських зустрічей, то через день Олівера приводили до їдальні й там привселюдно шмагали різками задля перестороги й прикладу іншим.",7,приводили,приводити,при,води́ти,,до,їдальні,Gen,їдальня,До,literal,,model,39912.0,"Щодо товариських зустрічей, то через день Олівера [TARGET] приводили [/TARGET] до їдальні й там привселюдно шмагали різками задля перестороги й прикладу іншим."
12766,"Щойно учні заходять в клас, я вже дивлюся на них – яка поведінка, який у кого настрій”",2,заходять,заходити,за,ходи́ти,учні,в,клас,Acc,клас,В,literal,,model,39945.0,"Щойно учні [TARGET] заходять [/TARGET] в клас, я вже дивлюся на них – яка поведінка, який у кого настрій”"
12776,"Щораз вони стають сміливішими; підходять до вікон тих квартир, які впритул до дашків установи, і просять харчів.",4,підходять,підходити,під,ходи́ти,,до,вікон,Gen,вікно,До,literal,,model,39997.0,"Щораз вони стають сміливішими; [TARGET] підходять [/TARGET] до вікон тих квартир, які впритул до дашків установи, і просять харчів."
12777,"Щоразу, коли діти виходять на вулицю, син підходить до неї, знімає шапку і кілька хвилин просто стоїть.",3,виходять,виходити,ви,ходи́ти,діти,на,вулицю,Acc,вулиця,На,literal,,model,40001.0,"Щоразу, коли діти [TARGET] виходять [/TARGET] на вулицю, син підходить до неї, знімає шапку і кілька хвилин просто стоїть."
12781,Щорічно на підприємства Товариства приходять десятки молодих фахівців.,4,приходять,приходити,при,ходи́ти,десятки,на,підприємства,Acc,підприємство,На,literal,,model,40009.0,Щорічно на підприємства Товариства [TARGET] приходять [/TARGET] десятки молодих фахівців.
12782,"Що родини з дітьми, компанії друзів зможуть прийти на малу річку та відпочити не хвилюючись за своє здоров'я.",7,прийти,прийти,при,іти́/йти́,,на,річку,Acc,річка,На,literal,,model,40017.0,"Що родини з дітьми, компанії друзів зможуть [TARGET] прийти [/TARGET] на малу річку та відпочити не хвилюючись за своє здоров'я."
12786,"Щороку мешканці Старої Синяви та мікрорайону Христосова приходять на могили невідомих солдатів на Христосові, щоби вшанувати пам'ять загиблих.",7,приходять,приходити,при,ходи́ти,мешканці,на,могили,Acc,могила,На,literal,,model,40029.0,"Щороку мешканці Старої Синяви та мікрорайону Христосова [TARGET] приходять [/TARGET] на могили невідомих солдатів на Христосові, щоби вшанувати пам'ять загиблих."
12787,"Щороку на День Перемоги 14 жовтня, в день коли загинули 54 чеські воїни, до нас у гості приїздять військові аташе, аби віддати шану солдатам, яких навічно прийняла українська земля.",17,приїздять,приїздити,при,ї́здити,аташе,у,гості,Acc,гість,В,literal,,model,40030.0,"Щороку на День Перемоги 14 жовтня, в день коли загинули 54 чеські воїни, до нас у гості [TARGET] приїздять [/TARGET] військові аташе, аби віддати шану солдатам, яких навічно прийняла українська земля."
12791,"Що стосується православних бардів, то вони просто не мали даху над головою, ось і прийшли до нас, і ми подружилися.",14,прийшли,прийти,при,іти́/йти́,,до,нас,Gen,ми,До,literal,,model,40052.0,"Що стосується православних бардів, то вони просто не мали даху над головою, ось і [TARGET] прийшли [/TARGET] до нас, і ми подружилися."
12795,"Щось турбувало людей, тож проста цікавість до незнайомця відійшла на другий план.",8,відійшла,відійти,від,іти́/йти́,цікавість,на,план,Acc,план,На,literal,,model,40061.0,"Щось турбувало людей, тож проста цікавість до незнайомця [TARGET] відійшла [/TARGET] на другий план."
12796,Щотижня і цілорічно тисячі держслужбовців усіх рангів виходять на суботники — садять і доглядають квіти й дерева.,7,виходять,виходити,ви,ходи́ти,держслужбовців,на,суботники,Acc,суботник,На,literal,,model,40063.0,Щотижня і цілорічно тисячі держслужбовців усіх рангів [TARGET] виходять [/TARGET] на суботники — садять і доглядають квіти й дерева.
12804,Юза Габриш прийшов до нього.,2,прийшов,прийти,при,іти́/йти́,,до,нього,Gen,він,До,literal,,model,40083.0,Юза Габриш [TARGET] прийшов [/TARGET] до нього.
12808,"Юні учасники конкурсу, які приїхали на фестиваль з різних куточків України, показали глядачам танці різних народів світу.",4,приїхали,приїхати,при,ї́хати,які,на,фестиваль,Acc,фестиваль,На,literal,,model,40107.0,"Юні учасники конкурсу, які [TARGET] приїхали [/TARGET] на фестиваль з різних куточків України, показали глядачам танці різних народів світу."
12812,Юрій Вернидуб оголосив про намір вийти в Лігу чемпіонів і правильно вчинив.,5,вийти,вийти,ви,іти́/йти́,,в,Лігу,Acc,ліга,В,literal,,model,40115.0,Юрій Вернидуб оголосив про намір [TARGET] вийти [/TARGET] в Лігу чемпіонів і правильно вчинив.
12813,"Юрій Клен (О. Бургардт), скориставшись своїм німецьким походженням, виїхав до Німеччини на лікування й не повернувся.",8,виїхав,виїхати,ви,ї́хати,Юрій,на,лікування,Acc,лікування,На,literal,,model,40116.0,"Юрій Клен (О. Бургардт), скориставшись своїм німецьким походженням, [TARGET] виїхав [/TARGET] до Німеччини на лікування й не повернувся."
12815,"Юрій Ракоцій вирушив у похід в січні 1657 р., перейшов Карпати і увійшов у Галичину.",12,увійшов,увійти,в,іти́/йти́,,у,Галичину,Acc,галичина,В,literal,,model,40119.0,"Юрій Ракоцій вирушив у похід в січні 1657 р., перейшов Карпати і [TARGET] увійшов [/TARGET] у Галичину."
12818,"Я би хотів виїхати та підтримати людей.	3	виїхати	виїхати	ви	ї́хати	None	None	None	None	None
Яблука йдуть передостанніми, а зверху лягає шар буряка.	1	йдуть	йти	None	None	Яблука	None	None	None	None
Яблука розбрату в ГПУ: чому Лукаш і Клюєв вийшли з-під санкцій У понеділок, 5 лютого, Союз офіційно зняв санкцій із Сергія Клюєва та Олени Лукаш.	8	вийшли	вийти	ви	іти́/йти́	Лукаш	У	понеділок	Acc	понеділок
«Яблуком розбрату» стає дівчина Надя, що вирішила залишити роботу й вийти заміж.	10	вийти	вийти	ви	іти́/йти́	None	None	None	None	None
Яблучка в тісті виходять соковитими, ніжними, запашними.	3	виходять	виходити	ви	ходи́ти	Яблучка	в	тісті	Loc	тісто
Я б нізащо не зважився розповісти йому правду, це означало б попросту звести його зі світу.	12	звести	звести	з	вести́	None	зі	світу	Gen	світ
Я боявся сам виходити у місто, бо було незрозуміло, чи це тільки почалось і мене поб’ють, чи все вже заспокоїлось.	3	виходити	виходити	ви	ходи́ти	None	у	місто	Acc	місто
Я брав квиток заздалегідь і їхав на нижній полиці, тому не уявляю, бабусі і дідусі, які їхали на третіх полицях, залізли туди.	20	залізли	залізти	за	лíзти	бабусі	None	None	None	None
Я буду задоволений тоді, коли ми приведемо всі медичні установи в гарну якість, коли ми приведемо якість надання медичних послуг до такого, яке відповідає сьогодні європейським стандартам.",6,приведемо,привести,при,вести́,ми,в,якість,Acc,якість,В,literal,,model,40135.0,"Я би хотів виїхати та підтримати людей.	3	виїхати	виїхати	ви	ї́хати	None	None	None	None	None
Яблука йдуть передостанніми, а зверху лягає шар буряка.	1	йдуть	йти	None	None	Яблука	None	None	None	None
Яблука розбрату в ГПУ: чому Лукаш і Клюєв вийшли з-під санкцій У понеділок, 5 лютого, Союз офіційно зняв санкцій із Сергія Клюєва та Олени Лукаш.	8	вийшли	вийти	ви	іти́/йти́	Лукаш	У	понеділок	Acc	понеділок
«Яблуком розбрату» стає дівчина Надя, що вирішила залишити роботу й вийти заміж.	10	вийти	вийти	ви	іти́/йти́	None	None	None	None	None
Яблучка в тісті виходять соковитими, ніжними, запашними.	3	виходять	виходити	ви	ходи́ти	Яблучка	в	тісті	Loc	тісто
Я б нізащо не зважився розповісти йому правду, це означало б попросту звести його зі світу.	12	звести	звести	з	вести́	None	зі	світу	Gen	світ
Я боявся сам виходити у місто, бо було незрозуміло, чи це тільки почалось і мене поб’ють, чи все вже заспокоїлось.	3	виходити	виходити	ви	ходи́ти	None	у	місто	Acc	місто
Я брав квиток заздалегідь і їхав на нижній полиці, тому не уявляю, бабусі і дідусі, які їхали на третіх полицях, залізли туди.	20	залізли	залізти	за	лíзти	бабусі	None	None	None	None
Я буду задоволений тоді, коли ми [TARGET] приведемо [/TARGET] всі медичні установи в гарну якість, коли ми приведемо якість надання медичних послуг до такого, яке відповідає сьогодні європейським стандартам."
12819,"“Я була на обліку у іншого гінеколога, але вона сказала, що з такими проблемами не готова мене вести, тому порадила іншого лікаря. Ми прийшли до Оксани Несторівни.",23,прийшли,прийти,при,іти́/йти́,Ми,до,Оксани,Gen,оксана,До,literal,,model,40136.0,"“Я була на обліку у іншого гінеколога, але вона сказала, що з такими проблемами не готова мене вести, тому порадила іншого лікаря. Ми [TARGET] прийшли [/TARGET] до Оксани Несторівни."
12820,"Я б хотіла дорости до того, щоб виходити на сцену і просто стояти, працюючи текстом і голосомЧитати вірші неможливо без розбору.",7,виходити,виходити,ви,ходи́ти,,на,сцену,Acc,сцена,На,literal,,model,40137.0,"Я б хотіла дорости до того, щоб [TARGET] виходити [/TARGET] на сцену і просто стояти, працюючи текстом і голосомЧитати вірші неможливо без розбору."
12826,"Я вдома собі змурував великий мангал, і люблю, коли до мене приходять гості.",11,приходять,приходити,при,ходи́ти,гості,до,мене,Gen,я,До,literal,,model,40148.0,"Я вдома собі змурував великий мангал, і люблю, коли до мене [TARGET] приходять [/TARGET] гості."
12827,Я вибіг з хати в день майовий…,1,вибіг,вибігти,ви,бíгти,Я,в,день,Acc,день,В,literal,,model,40160.0,Я [TARGET] вибіг [/TARGET] з хати в день майовий…
12828,Я вийшла до нього в коридор.,1,вийшла,вийти,ви,іти́/йти́,Я,в,коридор,Acc,коридор,В,literal,,model,40165.0,Я [TARGET] вийшла [/TARGET] до нього в коридор.
12829,"Я вийшов на вулицю, лишивши їх обох за пляшкою і великим стосом паперів.",1,вийшов,вийти,ви,іти́/йти́,Я,на,вулицю,Acc,вулиця,На,literal,,model,40172.0,"Я [TARGET] вийшов [/TARGET] на вулицю, лишивши їх обох за пляшкою і великим стосом паперів."
12830,Я вклонився й вийшов у сад.,3,вийшов,вийти,ви,іти́/йти́,,у,сад,Acc,сад,В,literal,,model,40177.0,Я вклонився й [TARGET] вийшов [/TARGET] у сад.
12831,"Я вмикаю музику на своєму телефоні й виходжу з кімнати до кухні, щоб заварити тайську каву у в’єтнамському фільтрі.",7,виходжу,виходити,ви,ходи́ти,,до,кухні,Gen,кухня,До,literal,,model,40181.0,"Я вмикаю музику на своєму телефоні й [TARGET] виходжу [/TARGET] з кімнати до кухні, щоб заварити тайську каву у в’єтнамському фільтрі."
12834,"Я входив до диверсійної групи (""Д"").",1,входив,входити,в,ходи́ти,Я,до,групи,Gen,група,До,literal,,model,40194.0,"Я [TARGET] входив [/TARGET] до диверсійної групи (""Д"")."
12838,"Я дав відповідне доручення керівнику Черкаської місцевої прокуратури, який виїхав на вказане місце.",9,виїхав,виїхати,ви,ї́хати,який,на,місце,Acc,місце,На,literal,,model,40206.0,"Я дав відповідне доручення керівнику Черкаської місцевої прокуратури, який [TARGET] виїхав [/TARGET] на вказане місце."
12841,"Я доводила, що почалося з Юелів, а Джем, на чотири роки старший від мене, запевняв, ніби початок був значно раніше — того літа, коли до нас приїхав Діл і коли він уперше запропонував нам виманити з дому Страхолюда Редлі.",26,приїхав,приїхати,при,ї́хати,Діл,до,нас,Gen,ми,До,literal,,model,40215.0,"Я доводила, що почалося з Юелів, а Джем, на чотири роки старший від мене, запевняв, ніби початок був значно раніше — того літа, коли до нас [TARGET] приїхав [/TARGET] Діл і коли він уперше запропонував нам виманити з дому Страхолюда Редлі."
12842,"Я думав, що ти затримав, ти переміг, ти вивів їх «на чисту воду» і вони тепер постануть перед судом.",8,вивів,вивести,ви,вести́,ти,на,воду,Acc,вода,На,literal,,model,40224.0,"Я думав, що ти затримав, ти переміг, ти [TARGET] вивів [/TARGET] їх «на чисту воду» і вони тепер постануть перед судом."
12851,"Я ж говорив і знову повторюю: я виходив на сцену, уявляв тебе у залі – і вже просто не міг погано грати.",7,виходив,виходити,ви,ходи́ти,я,на,сцену,Acc,сцена,На,literal,,model,40245.0,"Я ж говорив і знову повторюю: я [TARGET] виходив [/TARGET] на сцену, уявляв тебе у залі – і вже просто не міг погано грати."
12852,"Я жив на вулиці Лермонтова, яка виходила на вулицю Ольги Кобилянської.",6,виходила,виходити,ви,ходи́ти,яка,на,вулицю,Acc,вулиця,На,literal,,model,40248.0,"Я жив на вулиці Лермонтова, яка [TARGET] виходила [/TARGET] на вулицю Ольги Кобилянської."
12853,Я ж не до дому прийшов до нього.,5,прийшов,прийти,при,іти́/йти́,Я,до,нього,Gen,він,До,literal,,model,40249.0,Я ж не до дому [TARGET] прийшов [/TARGET] до нього.
12857,"Я заходжу на сторінку чоловіка - звичайна сільська сім'я - і пишу йому повідомлення: ""Привіт, я хочу попросити у вас телефон вашої дружини Наталії, вона в 80-і роки навчалася в Миколаївському педінституті.",1,заходжу,заходити,за,ходи́ти,Я,на,сторінку,Acc,сторінка,На,literal,,model,40267.0,"Я [TARGET] заходжу [/TARGET] на сторінку чоловіка - звичайна сільська сім'я - і пишу йому повідомлення: ""Привіт, я хочу попросити у вас телефон вашої дружини Наталії, вона в 80-і роки навчалася в Миколаївському педінституті."
12860,"Я знала, що в Івано-Франківську живе багато наших прихильників, сьогодні ж велика кількість жінок, які прийшли до ресторану «Фран•ко» на вечірку в капелюшках, їхня підготовка до нашого свята ― це щось неймовірне.",15,прийшли,прийти,при,іти́/йти́,які,до,ресторану,Gen,ресторан,До,literal,,model,40281.0,"Я знала, що в Івано-Франківську живе багато наших прихильників, сьогодні ж велика кількість жінок, які [TARGET] прийшли [/TARGET] до ресторану «Фран•ко» на вечірку в капелюшках, їхня підготовка до нашого свята ― це щось неймовірне."
12861,"Я знаю, що можу прийти на роботу, і можу швидко знайти будь-яку інформацію, замовити те, що потрібно, щоб допомогти хворому.",4,прийти,прийти,при,іти́/йти́,,на,роботу,Acc,робота,На,literal,,model,40285.0,"Я знаю, що можу [TARGET] прийти [/TARGET] на роботу, і можу швидко знайти будь-яку інформацію, замовити те, що потрібно, щоб допомогти хворому."
12863,"Я зразу – звичка ж – заходжу в кімнату і бачу викладача, який сидить у вітальні в райтузах, парить ноги в тазику і здивовано дивиться на мене.",6,заходжу,заходити,за,ходи́ти,,в,кімнату,Acc,кімната,В,literal,,model,40287.0,"Я зразу – звичка ж – [TARGET] заходжу [/TARGET] в кімнату і бачу викладача, який сидить у вітальні в райтузах, парить ноги в тазику і здивовано дивиться на мене."
12864,Я їх один раз підвозив до вокзалу.,4,підвозив,підвозити,під,вози́ти,Я,до,вокзалу,Gen,вокзал,До,literal,,model,40292.0,Я їх один раз [TARGET] підвозив [/TARGET] до вокзалу.
12865,"Я його був привів до учнів Твоїх, та вони не могли вздоровити його.",3,привів,привести,при,вести́,Я,до,учнів,Gen,учень,До,literal,,model,40299.0,"Я його був [TARGET] привів [/TARGET] до учнів Твоїх, та вони не могли вздоровити його."
12875,"Як би зараз сказали, гість троллінгу не зрозумів, навіть навпаки – прийшов в невимовний захват від смажених тонесеньких скибочок.",11,прийшов,прийти,при,іти́/йти́,,в,захват,Acc,захват,В,literal,,model,40342.0,"Як би зараз сказали, гість троллінгу не зрозумів, навіть навпаки – [TARGET] прийшов [/TARGET] в невимовний захват від смажених тонесеньких скибочок."
12878,"Як бути, коли собака зі знайденою кісткою підходити до вас не бажає?",7,підходити,підходити,під,ходи́ти,,до,вас,Gen,ви,До,literal,,model,40366.0,"Як бути, коли собака зі знайденою кісткою [TARGET] підходити [/TARGET] до вас не бажає?"
12909,"Як вчить сучасний сонник, зграя птахів, навколишнє Вас під час польоту, передрікає швидке спілкування з незваним гостем, який приїхав до Вас здалеку.",18,приїхав,приїхати,при,ї́хати,який,до,Вас,Gen,ви,До,literal,,model,40461.0,"Як вчить сучасний сонник, зграя птахів, навколишнє Вас під час польоту, передрікає швидке спілкування з незваним гостем, який [TARGET] приїхав [/TARGET] до Вас здалеку."
12913,"Як доїхати до гостинного двору ""М""",1,доїхати,доїхати,до,ї́хати,,до,двору,Gen,двір,До,literal,,model,40481.0,"Як [TARGET] доїхати [/TARGET] до гостинного двору ""М"""
12915,"Як же дітки називається садок, до якого ми приходимо кожного ранку?",8,приходимо,приходити,при,ходи́ти,ми,до,якого,Gen,який,До,literal,,model,40491.0,"Як же дітки називається садок, до якого ми [TARGET] приходимо [/TARGET] кожного ранку?"
12916,"Як заведено, до затишної студії найкращого радіо Міста Лева приходять найкращі львівські виконавці і, звичайно, зірки всеукраїнського рівня.",9,приходять,приходити,при,ходи́ти,виконавці,до,студії,Gen,студія,До,literal,,model,40498.0,"Як заведено, до затишної студії найкращого радіо Міста Лева [TARGET] приходять [/TARGET] найкращі львівські виконавці і, звичайно, зірки всеукраїнського рівня."
12921,"Як зафіксовано на відео, син президента по черзі заходить у двері різних будинків по вулиці Кропивницького, аж поки не знаходить своїх.",8,заходить,заходити,за,ходи́ти,син,у,двері,Acc,двері,В,literal,,model,40519.0,"Як зафіксовано на відео, син президента по черзі [TARGET] заходить [/TARGET] у двері різних будинків по вулиці Кропивницького, аж поки не знаходить своїх."
12923,"Як згадував колишній учасник підпілля Вадим Про-копович Карбовський, одного разу до нього підійшов Смолянський і завів розмову про страхіття нацистського режиму.",12,підійшов,підійти,під,іти́/йти́,Смолянський,до,нього,Gen,він,До,literal,,model,40524.0,"Як згадував колишній учасник підпілля Вадим Про-копович Карбовський, одного разу до нього [TARGET] підійшов [/TARGET] Смолянський і завів розмову про страхіття нацистського режиму."
12931,"Якийсь час він займався підприємництвом і шляхи привели його до Одеси, де він відкриває все ту ж світську єврейську школу, директором якої став Штерн.",7,привели,привести,при,вести́,шляхи,до,Одеси,Gen,одеса,До,literal,,model,40553.0,"Якийсь час він займався підприємництвом і шляхи [TARGET] привели [/TARGET] його до Одеси, де він відкриває все ту ж світську єврейську школу, директором якої став Штерн."
12935,"Якимось чином я витримав до кінця конференції і ледве доповз до найближчого готелю, де в контузіях провалявся майже 12 годин.",9,доповз,доповзти,до,повзти́,,до,готелю,Gen,готель,До,literal,,model,40562.0,"Якимось чином я витримав до кінця конференції і ледве [TARGET] доповз [/TARGET] до найближчого готелю, де в контузіях провалявся майже 12 годин."
12941,"Як і було написано у минулому номері """", на пленарне засідання прийшло на 10-15 депутатів більше, ніж було на попередньому.",11,прийшло,прийти,при,іти́/йти́,,на,засідання,Acc,засідання,На,literal,,model,40577.0,"Як і було написано у минулому номері """", на пленарне засідання [TARGET] прийшло [/TARGET] на 10-15 депутатів більше, ніж було на попередньому."
12943,"Які документи повинен показати інспектор праці, що прийшов на підприємство?",7,прийшов,прийти,при,іти́/йти́,,на,підприємство,Acc,підприємство,На,literal,,model,40581.0,"Які документи повинен показати інспектор праці, що [TARGET] прийшов [/TARGET] на підприємство?"
12949,"Як і раніше, сюди на свята і просто так приїздили його брати і сестри з родинами і дітьми.",9,приїздили,приїздити,при,ї́здити,брати,на,свята,Acc,свято,На,literal,,model,40601.0,"Як і раніше, сюди на свята і просто так [TARGET] приїздили [/TARGET] його брати і сестри з родинами і дітьми."
12963,"«Як козаки сіль купували» - найдинамічніша серія, в якій козаки допомагають чумакам довезти сіль до базару, відбиваючись від Злого Пана і його слуг.",12,довезти,довезти,до,везти́,,до,базару,Gen,базар,До,literal,,model,40635.0,"«Як козаки сіль купували» - найдинамічніша серія, в якій козаки допомагають чумакам [TARGET] довезти [/TARGET] сіль до базару, відбиваючись від Злого Пана і його слуг."
12965,"Як людина, роздягнувшись, ввійшов у воду, і, як Бог, від Отця свідчення прийняв: «Се Мій син возлюблений» (Матвія 3:17).",3,ввійшов,ввійти,в,іти́/йти́,людина,у,воду,Acc,вода,В,literal,,model,40643.0,"Як людина, роздягнувшись, [TARGET] ввійшов [/TARGET] у воду, і, як Бог, від Отця свідчення прийняв: «Се Мій син возлюблений» (Матвія 3:17)."
12966,"Як мені сідати за стіл з тими, хто в мене стріляє, коли я виходжу у власний двір?",13,виходжу,виходити,ви,ходи́ти,я,у,двір,Acc,двір,В,literal,,model,40645.0,"Як мені сідати за стіл з тими, хто в мене стріляє, коли я [TARGET] виходжу [/TARGET] у власний двір?"
12968,Як можна найшвидше доїхати до с. Маків Дунаєвецького р-ну з Тернополя?,3,доїхати,доїхати,до,ї́хати,,до,с,Gen,с.,До,literal,,model,40656.0,Як можна найшвидше [TARGET] доїхати [/TARGET] до с. Маків Дунаєвецького р-ну з Тернополя?
12972,"Як наразі встановлено, 24-річна мешканка Верховинського району, керуючи автомобілем «Опель Корса», намагалася уникнути наїзду на мотоцикл, який рухався її смугою їй назустріч, через що виїхала на смугу зустрічного руху.",24,виїхала,виїхати,ви,ї́хати,,на,смугу,Acc,смуга,На,literal,,model,40670.0,"Як наразі встановлено, 24-річна мешканка Верховинського району, керуючи автомобілем «Опель Корса», намагалася уникнути наїзду на мотоцикл, який рухався її смугою їй назустріч, через що [TARGET] виїхала [/TARGET] на смугу зустрічного руху."
12975,"Якогось дня прийшов до найближчих сусідів, щоб довідатися про свою сім'ю і, можливо, її відвідати.",2,прийшов,прийти,при,іти́/йти́,,до,сусідів,Gen,сусід,До,literal,,model,40691.0,"Якогось дня [TARGET] прийшов [/TARGET] до найближчих сусідів, щоб довідатися про свою сім'ю і, можливо, її відвідати."
12976,"Я, коли приходжу до Лаври завжди поспішаю поклонитися мощам преподобних Іова та Амфілохія і відчуваю благодатну допомогу від них.",2,приходжу,приходити,при,ходи́ти,,до,Лаври,Gen,лавра,До,literal,,model,40693.0,"Я, коли [TARGET] приходжу [/TARGET] до Лаври завжди поспішаю поклонитися мощам преподобних Іова та Амфілохія і відчуваю благодатну допомогу від них."
12977,Якось в Палац Україна вона прийшла занадто рано і їй довелося чекати понад півгодини.,5,прийшла,прийти,при,іти́/йти́,вона,в,Палац,Acc,палац,В,literal,,model,40700.0,Якось в Палац Україна вона [TARGET] прийшла [/TARGET] занадто рано і їй довелося чекати понад півгодини.
12979,Якось до замку засмученої Сніжинки залетів дуже стурбований Вітер.,5,залетів,залетіти,за,летíти,Вітер,до,замку,Gen,замок,До,literal,,model,40702.0,Якось до замку засмученої Сніжинки [TARGET] залетів [/TARGET] дуже стурбований Вітер.
12980,Якось до мене приїхав двоюрідний брат зі Львова.,3,приїхав,приїхати,при,ї́хати,брат,до,мене,Gen,я,До,literal,,model,40703.0,Якось до мене [TARGET] приїхав [/TARGET] двоюрідний брат зі Львова.
12981,Якось до сусіда приїхали родичі й попрохали взяти на певний час пожити папугу-какаду.,3,приїхали,приїхати,при,ї́хати,родичі,до,сусіда,Gen,сусід,До,literal,,model,40706.0,Якось до сусіда [TARGET] приїхали [/TARGET] родичі й попрохали взяти на певний час пожити папугу-какаду.
12982,"Якось знайома скаржилася: ""Написала дисертацію, підходжу до керівника.",5,підходжу,підходити,під,ходи́ти,,до,керівника,Gen,керівник,До,literal,,model,40707.0,"Якось знайома скаржилася: ""Написала дисертацію, [TARGET] підходжу [/TARGET] до керівника."
12983,Якось із нашої церкви привезли у шкільну майстерню цілу фіру образів.,4,привезли,привезти,при,везти́,,у,майстерню,Acc,майстерня,В,literal,,model,40708.0,Якось із нашої церкви [TARGET] привезли [/TARGET] у шкільну майстерню цілу фіру образів.
12984,Якось Климко та Зульфат зайшли й собі на базар.,4,зайшли,зайти,за,іти́/йти́,Климко,на,базар,Acc,базар,На,literal,,model,40709.0,Якось Климко та Зульфат [TARGET] зайшли [/TARGET] й собі на базар.
12986,"Якось у місяці травні (маї) турецький флот підійшов до Коша, – саме в той час, як Січовики були у церкві, і почав кидати бомби у Січ.",7,підійшов,підійти,під,іти́/йти́,флот,в,час,Acc,час,В,literal,,model,40721.0,"Якось у місяці травні (маї) турецький флот [TARGET] підійшов [/TARGET] до Коша, – саме в той час, як Січовики були у церкві, і почав кидати бомби у Січ."
12987,"Якось я привела дитину в басейн і побачила, що половина тіла, від шиї до щиколотки − суцільний синець.",2,привела,привести,при,вести́,я,в,басейн,Acc,басейн,В,literal,,model,40723.0,"Якось я [TARGET] привела [/TARGET] дитину в басейн і побачила, що половина тіла, від шиї до щиколотки − суцільний синець."
12988,Якось я прийшов на шкільний двір вранці.,2,прийшов,прийти,при,іти́/йти́,я,на,двір,Acc,двір,На,literal,,model,40724.0,Якось я [TARGET] прийшов [/TARGET] на шкільний двір вранці.
12991,"Як писав Данило Яневський, мало хто очікував, що на поствиборний мітинг прийде більше ніж 10 тисяч осіб. Все інше було звичайним дивом.",11,прийде,прийти,при,іти́/йти́,осіб,на,мітинг,Acc,мітинг,На,literal,,model,40736.0,"Як писав Данило Яневський, мало хто очікував, що на поствиборний мітинг [TARGET] прийде [/TARGET] більше ніж 10 тисяч осіб. Все інше було звичайним дивом."
12992,"Як пише видання, власниця собаки запевняє, що вигулювала її на повідку, але до неї підійшла знайома, яка була у стані алкогольного сп'яніння, чим, за словами господині, спровокувала агресію пса.",14,підійшла,підійти,під,іти́/йти́,знайома,до,неї,Gen,вона,До,literal,,model,40737.0,"Як пише видання, власниця собаки запевняє, що вигулювала її на повідку, але до неї [TARGET] підійшла [/TARGET] знайома, яка була у стані алкогольного сп'яніння, чим, за словами господині, спровокувала агресію пса."
